,strain,plasmid,backbone,iptg,rrpu
1692,KT2440,1717,pSeva251,1000,0.9453367625830772
1693,KT2440,1717,pSeva251,2000,0.9978782990784812
1694,KT2440,1818,pSeva251,1,0.0037215435699176273
1695,KT2440,1818,pSeva251,5,0.00010667615391657628
1696,KT2440,1818,pSeva251,10,0.0016711213482280705
1697,KT2440,1818,pSeva251,20,0.0012142240702429925
1698,KT2440,1818,pSeva251,30,0.0019775619965687573
1699,KT2440,1818,pSeva251,40,0.002420148690052481
1700,KT2440,1818,pSeva251,70,0.0062523115672561145
1701,KT2440,1818,pSeva251,100,0.010897997612779887
1702,KT2440,1818,pSeva251,200,0.03920787639008736
1703,KT2440,1818,pSeva251,500,0.1599966942600047
1704,KT2440,1818,pSeva251,1000,0.3092133744941041
1705,KT2440,1818,pSeva251,2000,0.5414594473922646
1706,KT2440,Amer_f1,pSeva251,1,3.8121040605422647
1707,KT2440,Amer_f1,pSeva251,5,3.0235518750676915
1708,KT2440,Amer_f1,pSeva251,10,2.783213558318013
1709,KT2440,Amer_f1,pSeva251,20,2.7758341141809826
1710,KT2440,Amer_f1,pSeva251,30,2.84721009709526
1711,KT2440,Amer_f1,pSeva251,40,2.707367436351248
1712,KT2440,Amer_f1,pSeva251,70,3.2440475446647627
1713,KT2440,Amer_f1,pSeva251,100,3.207680106763465
1714,KT2440,Amer_f1,pSeva251,200,2.986271093115766
1715,KT2440,Amer_f1,pSeva251,500,2.9436408474298763
1716,KT2440,Amer_f1,pSeva251,1000,3.402567191237899
1717,KT2440,Amer_f1,pSeva251,2000,3.2236420899586
1718,KT2440,Amtr_a1,pSeva251,1,0.27143989142858543
1719,KT2440,Amtr_a1,pSeva251,5,0.2557967639994105
1720,KT2440,Amtr_a1,pSeva251,10,0.25089110060663605
1721,KT2440,Amtr_a1,pSeva251,20,0.25112524564269834
1722,KT2440,Amtr_a1,pSeva251,30,0.25609100682809605
1723,KT2440,Amtr_a1,pSeva251,40,0.2827544363895981
1724,KT2440,Amtr_a1,pSeva251,70,0.27500983134927937
1725,KT2440,Amtr_a1,pSeva251,100,0.2760618584002129
1726,KT2440,Amtr_a1,pSeva251,200,0.2713151081783771
1727,KT2440,Amtr_a1,pSeva251,500,0.24081411594970234
1728,KT2440,Amtr_a1,pSeva251,1000,0.18185400509865796
1729,KT2440,Amtr_a1,pSeva251,2000,0.12295030859283294
1730,KT2440,Beti_e1,pSeva251,1,0.002375912184230613
1731,KT2440,Beti_e1,pSeva251,5,0.0014265931428194885
1732,KT2440,Beti_e1,pSeva251,10,0.001548690637827994
1733,KT2440,Beti_e1,pSeva251,20,0.0008302795006655168
1734,KT2440,Beti_e1,pSeva251,30,0.0004352236415945392
1735,KT2440,Beti_e1,pSeva251,40,0.002031363932722233
1736,KT2440,Beti_e1,pSeva251,70,0.002335713092268205
1737,KT2440,Beti_e1,pSeva251,100,0.001977960644349343
1738,KT2440,Beti_e1,pSeva251,200,0.001401167383475677
1739,KT2440,Beti_e1,pSeva251,500,0.0015350825695343955
1740,KT2440,Beti_e1,pSeva251,1000,0.0004534573689127673
1741,KT2440,Beti_e1,pSeva251,2000,0.0
1742,KT2440,Bm3r1_b2,pSeva251,1,0.021838215926321788
1743,KT2440,Bm3r1_b2,pSeva251,5,0.023043283637065613
1744,KT2440,Bm3r1_b2,pSeva251,10,0.02195796756733476
1745,KT2440,Bm3r1_b2,pSeva251,20,0.0191315010146366
1746,KT2440,Bm3r1_b2,pSeva251,30,0.017614687159673473
1747,KT2440,Bm3r1_b2,pSeva251,40,0.018928368080197887
1748,KT2440,Bm3r1_b2,pSeva251,70,0.01883448743298815
1749,KT2440,Bm3r1_b2,pSeva251,100,0.018920703670862925
1750,KT2440,Bm3r1_b2,pSeva251,200,0.018397072901874142
1751,KT2440,Bm3r1_b2,pSeva251,500,0.017210979983494534
1752,KT2440,Bm3r1_b2,pSeva251,1000,0.014765815723836681
1753,KT2440,Bm3r1_b2,pSeva251,2000,0.009641130414549745
1754,KT2440,Bm3r1_b3,pSeva251,1,0.5183070207227997
1755,KT2440,Bm3r1_b3,pSeva251,5,0.4504095482715775
1756,KT2440,Bm3r1_b3,pSeva251,10,0.46559274550095
1757,KT2440,Bm3r1_b3,pSeva251,20,0.4797744481141054
1758,KT2440,Bm3r1_b3,pSeva251,30,0.4627794234691789
1759,KT2440,Bm3r1_b3,pSeva251,40,0.4874309962436352
1760,KT2440,Bm3r1_b3,pSeva251,70,0.5602549470572257
1761,KT2440,Bm3r1_b3,pSeva251,100,0.5069730344214127
1762,KT2440,Bm3r1_b3,pSeva251,200,0.5968978656729751
1763,KT2440,Bm3r1_b3,pSeva251,500,0.5576106909988541
1764,KT2440,Bm3r1_b3,pSeva251,1000,0.5522976264031821
1765,KT2440,Bm3r1_b3,pSeva251,2000,0.5042213520188349
1766,KT2440,Hiyiir_h1,pSeva251,1,0.4461872603420915
1767,KT2440,Hiyiir_h1,pSeva251,5,0.4557075352341914
1768,KT2440,Hiyiir_h1,pSeva251,10,0.4499668487017373
1769,KT2440,Hiyiir_h1,pSeva251,20,0.4410350276302635
1770,KT2440,Hiyiir_h1,pSeva251,30,0.4254499195166347
1771,KT2440,Hiyiir_h1,pSeva251,40,0.4130233969770851
1772,KT2440,Hiyiir_h1,pSeva251,70,0.3930451237458107
1773,KT2440,Hiyiir_h1,pSeva251,100,0.3710497674943691
1774,KT2440,Hiyiir_h1,pSeva251,200,0.3117579125344989
1775,KT2440,Hiyiir_h1,pSeva251,500,0.18368637346953529
1776,KT2440,Hiyiir_h1,pSeva251,1000,0.07074881420781515
1777,KT2440,Hiyiir_h1,pSeva251,2000,0.016458741378076694
1778,KT2440,Lcara_i1,pSeva251,1,1.37669750919781
1779,KT2440,Lcara_i1,pSeva251,5,1.2338861970019206
1780,KT2440,Lcara_i1,pSeva251,10,1.3079223671183842
1781,KT2440,Lcara_i1,pSeva251,20,1.2038169220369297
1782,KT2440,Lcara_i1,pSeva251,30,1.1247321465730789
1783,KT2440,Lcara_i1,pSeva251,40,1.2451520636603464
1784,KT2440,Lcara_i1,pSeva251,70,1.2107882587673036
1785,KT2440,Lcara_i1,pSeva251,100,1.257149826844459
1786,KT2440,Lcara_i1,pSeva251,200,1.133308114401678
1787,KT2440,Lcara_i1,pSeva251,500,0.8984522975204117
1788,KT2440,Lcara_i1,pSeva251,1000,0.6296403040291002
1789,KT2440,Lcara_i1,pSeva251,2000,0.3736311852974015
1790,KT2440,Litr_l1,pSeva251,1,0.0046990514774175466
1791,KT2440,Litr_l1,pSeva251,5,0.002969564716230732
1792,KT2440,Litr_l1,pSeva251,10,0.0015611122244355005
1793,KT2440,Litr_l1,pSeva251,20,0.002270728661363791
1794,KT2440,Litr_l1,pSeva251,30,0.0005191317824821189
1795,KT2440,Litr_l1,pSeva251,40,0.0011840709841548355
1796,KT2440,Litr_l1,pSeva251,70,0.0004430557446468693
1797,KT2440,Litr_l1,pSeva251,100,0.002616950108782697
1798,KT2440,Litr_l1,pSeva251,200,0.0019001149307043465
1799,KT2440,Litr_l1,pSeva251,500,0.0007094735439754716
1800,KT2440,Litr_l1,pSeva251,1000,0.00035117076642933795
1801,KT2440,Litr_l1,pSeva251,2000,0.0006074696576734582
1802,KT2440,Lmra_n1,pSeva251,1,0.3910993461905183
1803,KT2440,Lmra_n1,pSeva251,5,0.40985299033932177
1804,KT2440,Lmra_n1,pSeva251,10,0.40293216353580297
1805,KT2440,Lmra_n1,pSeva251,20,0.4011018871109512
1806,KT2440,Lmra_n1,pSeva251,30,0.4080484434880703
1807,KT2440,Lmra_n1,pSeva251,40,0.3889920428813457
1808,KT2440,Lmra_n1,pSeva251,70,0.3804159489076233
1809,KT2440,Lmra_n1,pSeva251,100,0.3358908898680194
1810,KT2440,Lmra_n1,pSeva251,200,0.2557949126609301
1811,KT2440,Lmra_n1,pSeva251,500,0.16862732031001493
1812,KT2440,Lmra_n1,pSeva251,1000,0.12961298304058627
1813,KT2440,Lmra_n1,pSeva251,2000,0.09435858786479036
1814,KT2440,Phif_p1,pSeva251,1,3.4686518502335244
1815,KT2440,Phif_p1,pSeva251,5,3.462914056955405
1816,KT2440,Phif_p1,pSeva251,10,3.5218970993193897
1817,KT2440,Phif_p1,pSeva251,20,3.3569742849897235
1818,KT2440,Phif_p1,pSeva251,30,3.4132128192733218
1819,KT2440,Phif_p1,pSeva251,40,3.5546872991284006
1820,KT2440,Phif_p1,pSeva251,70,3.5378046290749534
1821,KT2440,Phif_p1,pSeva251,100,3.930736452483528
1822,KT2440,Phif_p1,pSeva251,200,3.5589236237112973
1823,KT2440,Phif_p1,pSeva251,500,3.3980337584337463
1824,KT2440,Phif_p1,pSeva251,1000,3.1314638085912514
1825,KT2440,Phif_p1,pSeva251,2000,3.000406660073654
1826,KT2440,Phif_p2,pSeva251,1,3.826132492581291
1827,KT2440,Phif_p2,pSeva251,5,3.437715844546956
1828,KT2440,Phif_p2,pSeva251,10,3.301300543455452
1829,KT2440,Phif_p2,pSeva251,20,3.3513264211604907
1830,KT2440,Phif_p2,pSeva251,30,3.2273854832327222
1831,KT2440,Phif_p2,pSeva251,40,3.652556879134636
1832,KT2440,Phif_p2,pSeva251,70,3.8164872574783617
1833,KT2440,Phif_p2,pSeva251,100,3.2873203132178435
1834,KT2440,Phif_p2,pSeva251,200,3.122787251280049
1835,KT2440,Phif_p2,pSeva251,500,2.7813714886048633
1836,KT2440,Phif_p2,pSeva251,1000,2.3543106805555003
1837,KT2440,Phif_p2,pSeva251,2000,1.6960150288737676
1838,KT2440,Psra_r1,pSeva251,1,0.2597584035839344
1839,KT2440,Psra_r1,pSeva251,5,0.18501759049413088
1840,KT2440,Psra_r1,pSeva251,10,0.1445282235508134
1841,KT2440,Psra_r1,pSeva251,20,0.4920819334929903
1842,KT2440,Psra_r1,pSeva251,30,0.2591553785326439
1843,KT2440,Psra_r1,pSeva251,40,0.2698507655593108
1844,KT2440,Psra_r1,pSeva251,70,0.2475642189073667
1845,KT2440,Psra_r1,pSeva251,100,0.5098065180933508
1846,KT2440,Psra_r1,pSeva251,200,0.37056327561164665
1847,KT2440,Psra_r1,pSeva251,500,0.824872892883022
1848,KT2440,Psra_r1,pSeva251,1000,0.5206511750573097
1849,KT2440,Psra_r1,pSeva251,2000,1.330407225307003
1850,KT2440,Qacr_q1,pSeva251,1,0.6320194828971988
1851,KT2440,Qacr_q1,pSeva251,5,0.6890956967287438
1852,KT2440,Qacr_q1,pSeva251,10,0.6836907231654789
1853,KT2440,Qacr_q1,pSeva251,20,0.698017809046028
1854,KT2440,Qacr_q1,pSeva251,30,0.7212923035693223
1855,KT2440,Qacr_q1,pSeva251,40,0.7668898446611441
1856,KT2440,Qacr_q1,pSeva251,70,0.7521233580182993
1857,KT2440,Qacr_q1,pSeva251,100,0.7825313583120558
1858,KT2440,Qacr_q1,pSeva251,200,0.6803427840356139
1859,KT2440,Qacr_q1,pSeva251,500,0.566793324071771
1860,KT2440,Qacr_q1,pSeva251,1000,0.4117851447982313
1861,KT2440,Qacr_q1,pSeva251,2000,0.24774074264278725
1862,KT2440,Srpr_s1,pSeva251,1,0.09542551755293516
1863,KT2440,Srpr_s1,pSeva251,5,0.08951607242383021
1864,KT2440,Srpr_s1,pSeva251,10,0.08801757828405593
1865,KT2440,Srpr_s1,pSeva251,20,0.08132947767536987
1866,KT2440,Srpr_s1,pSeva251,30,0.08144537819778247
1867,KT2440,Srpr_s1,pSeva251,40,0.07665674786491536
1868,KT2440,Srpr_s1,pSeva251,70,0.06924415901050562
1869,KT2440,Srpr_s1,pSeva251,100,0.06463659166311249
1870,KT2440,Srpr_s1,pSeva251,200,0.052996654879898034
1871,KT2440,Srpr_s1,pSeva251,500,0.031913596081028936
1872,KT2440,Srpr_s1,pSeva251,1000,0.01475816078760856
1873,KT2440,Srpr_s1,pSeva251,2000,0.008618936526031828
1874,KT2440,Srpr_s4,pSeva251,1,0.2834894540072532
1875,KT2440,Srpr_s4,pSeva251,5,0.25585865077005765
1876,KT2440,Srpr_s4,pSeva251,10,0.2257859263190811
1877,KT2440,Srpr_s4,pSeva251,20,0.22266162266260925
1878,KT2440,Srpr_s4,pSeva251,30,0.2064314335082823
1879,KT2440,Srpr_s4,pSeva251,40,0.24446424295296576
1880,KT2440,Srpr_s4,pSeva251,70,0.19484586947072832
1881,KT2440,Srpr_s4,pSeva251,100,0.2204757304284419
1882,KT2440,Srpr_s4,pSeva251,200,0.19258635010557865
1883,KT2440,Srpr_s4,pSeva251,500,0.15498656945179698
1884,KT2440,Srpr_s4,pSeva251,1000,0.11309578541205127
1885,KT2440,Srpr_s4,pSeva251,2000,0.04834518670191722
